"method","rep","sd1","sd2","n1","delta","n2","p","width"
"Student",14,1,1,16,2,4,0.000574429492468891,1.72820553227031
"Welch",14,1,1,16,2,4,0.0135865203138851,2.30913700294575
"Student",15,1,1,16,2,4,0.0389182522432718,2.4477004168743
"Welch",15,1,1,16,2,4,0.0324628654181004,2.29807380744675
"Student",16,1,1,16,2,4,0.0155527255039638,2.06684864262991
"Welch",16,1,1,16,2,4,0.0684029791978262,2.93895671122804
"Student",17,1,1,16,2,4,0.0165409900827213,2.22194343818616
"Welch",17,1,1,16,2,4,0.0897784964410443,3.48771481729666
"Student",18,1,1,16,2,4,0.0032058098803942,3.30877039859325
"Welch",18,1,1,16,2,4,0.0350348261167084,4.75166946980193
"Student",19,1,1,16,2,4,0.0298084550421722,2.99427084448948
"Welch",19,1,1,16,2,4,0.119661573265648,4.74417553556374
"Student",20,1,1,16,2,4,1.76286857636826e-05,2.0282354067696
"Welch",20,1,1,16,2,4,0.0115773537388066,3.4533695515563
"Student",21,1,1,16,2,4,0.0276128320177445,2.32273482991558
"Welch",21,1,1,16,2,4,0.116906074080043,3.70177122445928
"Student",22,1,1,16,2,4,0.0294629985710949,2.14437349739781
"Welch",22,1,1,16,2,4,0.0429809808156339,2.3044051670456
"Student",23,1,1,16,2,4,0.00902045393639114,2.3753085324189
"Welch",23,1,1,16,2,4,0.0528426777244108,3.37226157652996
"Student",24,1,1,16,2,4,1.12769190297134e-05,2.01783262410641
"Welch",24,1,1,16,2,4,0.0181818962713492,4.03652538574142
"Student",25,1,1,16,2,4,0.00152033146997539,2.63343177025222
"Welch",25,1,1,16,2,4,0.0153226338662933,3.28966442672976
"Student",26,1,1,16,2,4,7.14920176665081e-05,1.8601431781712
"Welch",26,1,1,16,2,4,0.0140633300993016,2.99882356349317
"Student",27,1,1,16,2,4,0.00246248187728058,2.84178647678555
"Welch",27,1,1,16,2,4,0.0425038582183356,4.49407693569882
"Student",28,1,1,16,2,4,0.000305561375023793,2.17438760844979
"Welch",28,1,1,16,2,4,0.00751429246726638,2.69112945011049
"Student",29,1,1,16,2,4,5.64663184039377e-05,1.78975247680613
"Welch",29,1,1,16,2,4,0.00565577603509922,2.37456162649159
"Student",30,1,1,16,2,4,0.00547815528965157,2.88713802249518
"Welch",30,1,1,16,2,4,0.0713777478929807,4.95764949076813
"Student",31,1,1,16,2,4,0.023604004606166,2.22297182385793
"Welch",31,1,1,16,2,4,0.118345904997957,3.68680336891116
"Student",32,1,1,16,2,4,0.025365975460117,2.82635911745505
"Welch",32,1,1,16,2,4,0.00255055967744884,1.87898687870629
"Student",33,1,1,16,2,4,0.000708932298911203,1.89215406376534
"Welch",33,1,1,16,2,4,0.0280904246231007,3.01830025177924
"Student",34,1,1,16,2,4,4.06443355655919e-05,2.0258783697738
"Welch",34,1,1,16,2,4,4.60324873604776e-05,1.56974354710138
"Student",35,1,1,16,2,4,0.0012098492685082,2.64100189893382
"Welch",35,1,1,16,2,4,0.0703255709058298,5.51345954199044
"Student",36,1,1,16,2,4,6.29726052527488e-05,2.29441932303273
"Welch",36,1,1,16,2,4,0.000198103001514293,1.94206705543675
"Student",37,1,1,16,2,4,0.00972033480659096,2.65921481309761
"Welch",37,1,1,16,2,4,0.0146777330493134,2.63589132602532
"Student",38,1,1,16,2,4,0.00379162651479346,2.77784569587797
"Welch",38,1,1,16,2,4,0.0982067703717501,5.78172723903575
"Student",39,1,1,16,2,4,0.00555424607748782,2.08518790748467
"Welch",39,1,1,16,2,4,0.000867202900838109,1.49029102575785
"Student",40,1,1,16,2,4,0.0441305021270019,2.74238757354472
"Welch",40,1,1,16,2,4,0.116231310935462,3.90002272455808
"Student",41,1,1,16,2,4,0.00158920049506531,2.67306680595418
"Welch",41,1,1,16,2,4,0.00534116626645448,2.69159396236211
"Student",42,1,1,16,2,4,0.013735938310141,2.05368361443482
"Welch",42,1,1,16,2,4,0.0669757638769124,2.9623819240043
"Student",43,1,1,16,2,4,0.0116804313980588,3.22816929229919
"Welch",43,1,1,16,2,4,0.0742848485257193,4.98844421638398
"Student",44,1,1,16,2,4,0.000610730843630234,2.07674799403402
"Welch",44,1,1,16,2,4,0.00492984570205548,2.24274189223539
"Student",45,1,1,16,2,4,0.000171510088917736,2.09234817273756
"Welch",45,1,1,16,2,4,0.0138873804700952,3.12896118096943
"Student",46,1,1,16,2,4,4.11024101847447e-06,1.7058195803626
"Welch",46,1,1,16,2,4,6.66640516825421e-05,1.48851508122131
"Student",47,1,1,16,2,4,0.0104271123289405,3.19581238435145
"Welch",47,1,1,16,2,4,0.0439342953773854,4.16706885102076
"Student",48,1,1,16,2,4,0.00965856144179247,2.03745674916114
"Welch",48,1,1,16,2,4,0.0358298714691807,2.52471762238264
"Student",49,1,1,16,2,4,0.00155613427980109,2.63753072013042
"Welch",49,1,1,16,2,4,0.0136595067011226,3.19953013611562
"Student",50,1,1,16,2,4,0.0015053630710258,2.17451384283819
"Welch",50,1,1,16,2,4,0.0270889894803288,3.16297496063542
"Student",51,1,1,16,2,4,0.00542153119558391,1.80947309780778
"Welch",51,1,1,16,2,4,0.00285687766200384,1.47499063153594
"Student",52,1,1,16,2,4,0.0320612255200492,3.11635733450732
"Welch",52,1,1,16,2,4,0.242826429779454,7.36313663189665
"Student",53,1,1,16,2,4,0.00104102007399161,2.11205929719385
"Welch",53,1,1,16,2,4,0.00708438897817648,2.32469663536411
"Student",54,1,1,16,2,4,0.0343926337797728,2.4879233155606
"Welch",54,1,1,16,2,4,0.0609091960617776,2.89244525978582
"Student",55,1,1,16,2,4,0.00609281203803156,2.48596906034904
"Welch",55,1,1,16,2,4,1.51821958971731e-05,1.31856006651066
"Student",56,1,1,16,2,4,0.00458005503613822,2.2992315545262
"Welch",56,1,1,16,2,4,0.0389293019334331,3.25640946002406
"Student",57,1,1,16,2,4,0.00207860019291452,2.42490934289963
"Welch",57,1,1,16,2,4,0.0756868311976102,4.88058947516391
"Student",58,1,1,16,2,4,0.0251313695239626,2.59112183105574
"Welch",58,1,1,16,2,4,0.00148257785912174,1.63103250501941
"Student",59,1,1,16,2,4,0.0275694375687108,2.623786189594
"Welch",59,1,1,16,2,4,0.00143072149184649,1.62318320620797
"Student",60,1,1,16,2,4,4.27046374421866e-06,1.70915293683914
"Welch",60,1,1,16,2,4,0.00846779443840884,2.95913261507731
"Student",61,1,1,16,2,4,0.0158667159378049,2.47397584236386
"Welch",61,1,1,16,2,4,0.0251104358490745,2.57317651970532
"Student",62,1,1,16,2,4,0.00597415421669757,2.09436154379013
"Welch",62,1,1,16,2,4,0.0380564903437785,2.83799863005076
"Student",63,1,1,16,2,4,0.0400205063923671,2.99485634215133
"Welch",63,1,1,16,2,4,0.0258784743510513,2.64610146238272
"Student",64,1,1,16,2,4,0.0053206474433708,2.87162702491794
"Welch",64,1,1,16,2,4,0.0404541162968118,4.03291308691532
"Student",65,1,1,16,2,4,0.0261539648048267,2.15749677194173
"Welch",65,1,1,16,2,4,0.0989420513273237,3.22130562230162
"Student",66,1,1,16,2,4,0.00947472493120504,2.48527746334077
"Welch",66,1,1,16,2,4,0.0842168673133451,4.1917743525605
"Student",67,1,1,16,2,4,0.000317984143904555,2.65675168998441
"Welch",67,1,1,16,2,4,0.00268316985529317,2.73672710295755
"Student",68,1,1,16,2,4,0.0354265395563982,2.80965440599505
"Welch",68,1,1,16,2,4,0.131421604946186,4.479818339798
"Student",69,1,1,16,2,4,3.04260527060887e-06,1.87350064320755
"Welch",69,1,1,16,2,4,0.000250174593228213,1.85987855989132
"Student",70,1,1,16,2,4,0.00565363546626921,1.68705925540332
"Welch",70,1,1,16,2,4,0.141839465825128,3.97480923932412
"Student",71,1,1,16,2,4,0.00368682396684912,2.16464737482019
"Welch",71,1,1,16,2,4,0.0599026959912507,3.67263696647987
"Student",72,1,1,16,2,4,0.000727325361902848,2.28516552302061
"Welch",72,1,1,16,2,4,0.00447152444422321,2.39246071075748
"Student",73,1,1,16,2,4,0.00318137220657488,2.18464683895509
"Welch",73,1,1,16,2,4,0.124729698858051,5.23859324466977
"Student",74,1,1,16,2,4,1.29452893533701e-06,1.70222706672322
"Welch",74,1,1,16,2,4,0.00140458738719508,2.19339043226812
"Student",75,1,1,16,2,4,0.046817976294938,2.07710774961494
"Welch",75,1,1,16,2,4,0.0102000067409796,1.48909201455287
"Student",76,1,1,16,2,4,0.0424845061347649,2.93466612844324
"Welch",76,1,1,16,2,4,0.278527275537082,7.17077807242834
"Student",77,1,1,16,2,4,0.000698743355012436,1.99550335001586
"Welch",77,1,1,16,2,4,0.0700389527514347,4.4331753641698
"Student",78,1,1,16,2,4,0.00115432122533925,2.55111027037522
"Welch",78,1,1,16,2,4,0.00884338999434904,2.90362766859291
"Student",79,1,1,16,2,4,7.66171934886663e-05,2.68587567041004
"Welch",79,1,1,16,2,4,9.84757428615405e-07,1.67779122988056
"Student",80,1,1,16,2,4,0.00138178516309168,2.03093487010131
"Welch",80,1,1,16,2,4,0.00104060491451498,1.66473231432872
"Student",81,1,1,16,2,4,0.00917647608040436,2.91773883552977
"Welch",81,1,1,16,2,4,0.103246191997277,5.41839146968874
"Student",82,1,1,16,2,4,0.00031483710170595,2.12399347702894
"Welch",82,1,1,16,2,4,0.00286661117925547,2.21146887054145
"Student",83,1,1,16,2,4,0.0062982062146535,2.37278662199768
"Welch",83,1,1,16,2,4,0.0284666050823593,2.92992691394971
"Student",84,1,1,16,2,4,0.000250502514944878,2.27412011137366
"Welch",84,1,1,16,2,4,0.00268657819415017,2.3834384592974
"Student",85,1,1,16,2,4,4.16168971801302e-05,1.95932156008525
"Welch",85,1,1,16,2,4,0.000249997416519075,1.72749939237424
"Student",86,1,1,16,2,4,0.0234619346379736,1.94884652991985
"Welch",86,1,1,16,2,4,0.0438658530586118,2.20408125183427
"Student",87,1,1,16,2,4,0.00491543616501437,2.53518088556261
"Welch",87,1,1,16,2,4,0.0318570638376253,3.34423151349288
"Student",88,1,1,16,2,4,0.00017109878062343,2.04749885625756
"Welch",88,1,1,16,2,4,0.0060216769022592,2.53724527914054
"Student",89,1,1,16,2,4,1.42544936781814e-06,1.46524149138601
"Welch",89,1,1,16,2,4,0.0109205255957896,2.91689234981391
"Student",90,1,1,16,2,4,0.0106248860107001,1.89667263649525
"Welch",90,1,1,16,2,4,0.00435369979733826,1.51395094635555
"Student",91,1,1,16,2,4,0.000282552890972584,2.4969757217763
"Welch",91,1,1,16,2,4,0.00876943767684783,3.21318313889079
"Student",92,1,1,16,2,4,0.077525669604984,2.52733772958089
"Welch",92,1,1,16,2,4,0.0735111303677225,2.54835974648283
"Student",93,1,1,16,2,4,0.000600191587852035,2.3449011411095
"Welch",93,1,1,16,2,4,0.0047279695766919,2.51781279080798
"Student",94,1,1,16,2,4,2.5554132228176e-06,1.74246876653981
"Welch",94,1,1,16,2,4,2.48749113949751e-05,1.44317532876373
"Student",95,1,1,16,2,4,0.000413716579873668,2.39673307359775
"Welch",95,1,1,16,2,4,0.0270774667569261,3.99177984004669
"Student",96,1,1,16,2,4,0.00336223254532559,2.70915910774943
"Welch",96,1,1,16,2,4,0.0334555264027716,3.81222899912966
"Student",97,1,1,16,2,4,0.000197258970176171,2.1045464809543
"Welch",97,1,1,16,2,4,0.00220494769600341,2.17795878030133
"Student",98,1,1,16,2,4,0.000131849080815015,1.91524053400281
"Welch",98,1,1,16,2,4,0.000775919570234255,1.77973449267571
"Student",99,1,1,16,2,4,0.0519512202101832,2.51238455344408
"Welch",99,1,1,16,2,4,0.128235352072333,3.58906316772489
"Student",100,1,1,16,2,4,0.000355855722642803,2.99699006110972
"Welch",100,1,1,16,2,4,0.0179453348261616,4.49539165263161
"Student",1,1,2,16,2,4,0.0015176747559917,3.02988098982092
"Welch",1,1,2,16,2,4,0.049560150902503,5.36828283816079
"Student",2,1,2,16,2,4,0.0031371139798082,2.66362244535116
"Welch",2,1,2,16,2,4,0.030789884141176,3.68777569499691
"Student",3,1,2,16,2,4,6.5978510666984e-05,2.05446662309091
"Welch",3,1,2,16,2,4,0.032640526036382,4.31017467462802
"Student",4,1,2,16,2,4,0.0139355229017641,2.95473599389835
"Welch",4,1,2,16,2,4,0.0816599805246505,4.59965386874946
"Student",5,1,2,16,2,4,1.3064371468178e-06,2.30628927497094
"Welch",5,1,2,16,2,4,0.00406847305828424,3.62013658874944
"Student",6,1,2,16,2,4,0.0169114588765309,4.00718131536511
"Welch",6,1,2,16,2,4,0.206215975303413,9.71972497033515
"Student",7,1,2,16,2,4,0.0122875909633498,2.64578636154421
"Welch",7,1,2,16,2,4,0.0339929065667211,3.10876564096135
"Student",8,1,2,16,2,4,0.026217067451083,2.98890182838046
"Welch",8,1,2,16,2,4,0.195973392152628,6.40442294321376
"Student",9,1,2,16,2,4,0.976434404064052,2.84787410540613
"Welch",9,1,2,16,2,4,0.988802121238228,8.38102920533544
"Student",10,1,2,16,2,4,5.6258230740232e-05,2.65077829151235
"Welch",10,1,2,16,2,4,0.012490310245157,4.22110506694698
"Student",11,1,2,16,2,4,0.350566234846592,3.47641705341257
"Welch",11,1,2,16,2,4,0.500543456986696,6.10194904246727
"Student",12,1,2,16,2,4,0.00498381871352879,3.13870128351142
"Welch",12,1,2,16,2,4,0.075435729201498,5.59108588874765
"Student",13,1,2,16,2,4,0.109033982375877,2.78466315128981
"Welch",13,1,2,16,2,4,0.337329604312735,5.98549871907762
"Student",14,1,2,16,2,4,0.381064671845659,2.56681535524177
"Welch",14,1,2,16,2,4,0.518361387915097,4.39643068953543
"Student",15,1,2,16,2,4,5.92292582813773e-06,2.58425656222189
"Welch",15,1,2,16,2,4,0.0165459341995337,5.2663915065332
"Student",16,1,2,16,2,4,0.000934972183607354,3.24810530069942
"Welch",16,1,2,16,2,4,0.0908548902404539,7.82213163694129
"Student",17,1,2,16,2,4,0.755365674268473,3.08831708123819
"Welch",17,1,2,16,2,4,0.872781229456329,8.30859015626184
"Student",18,1,2,16,2,4,0.00433047909321743,2.60753099180391
"Welch",18,1,2,16,2,4,0.0575498266027287,4.26083753353495
"Student",19,1,2,16,2,4,0.00023257227434426,2.48422000202509
"Welch",19,1,2,16,2,4,0.0886002033701199,6.88989002416265
"Student",20,1,2,16,2,4,0.384045027256337,3.50140444050257
"Welch",20,1,2,16,2,4,0.625096804383211,8.42186555462068
"Student",21,1,2,16,2,4,0.112079499376496,2.28560442973964
"Welch",21,1,2,16,2,4,0.215077887111179,3.41893145213409
"Student",22,1,2,16,2,4,0.00706741855133744,3.48062136216687
"Welch",22,1,2,16,2,4,0.0807233156824981,6.04734719575278
"Student",23,1,2,16,2,4,0.826355390732003,2.53057888234287
"Welch",23,1,2,16,2,4,0.872806340321358,4.49496013032629
"Student",24,1,2,16,2,4,0.512660008325825,2.30772854600053
"Welch",24,1,2,16,2,4,0.569063759997207,3.22962865770151
"Student",25,1,2,16,2,4,0.0340348431667029,2.97310603727625
"Welch",25,1,2,16,2,4,0.113667754662276,4.45811359939957
"Student",26,1,2,16,2,4,0.0160809536726184,2.73440441244856
"Welch",26,1,2,16,2,4,0.24684394199333,7.56961009478188
"Student",27,1,2,16,2,4,0.00618524233599814,2.3327688572329
"Welch",27,1,2,16,2,4,0.189106560435015,6.39540191346253
"Student",28,1,2,16,2,4,0.0212306728982806,3.28916089900515
"Welch",28,1,2,16,2,4,0.180505283777585,7.0109114288592
"Student",29,1,2,16,2,4,0.000748181166779728,3.35161222359089
"Welch",29,1,2,16,2,4,0.111093827481201,9.11791491403301
"Student",30,1,2,16,2,4,0.00905241632264727,2.73258049863339
"Welch",30,1,2,16,2,4,0.0148071038834961,2.74026852288036
"Student",31,1,2,16,2,4,0.000104256196914633,2.46597716007618
"Welch",31,1,2,16,2,4,0.0414390149356299,5.40737653599396
"Student",32,1,2,16,2,4,0.0141208788904493,3.36048669486229
"Welch",32,1,2,16,2,4,0.218752061764259,8.77254107701155
"Student",33,1,2,16,2,4,0.00290892936813969,1.72033703368958
"Welch",33,1,2,16,2,4,0.0011789478022964,1.34420082684849
"Student",34,1,2,16,2,4,0.277524443640936,2.95176412813571
"Welch",34,1,2,16,2,4,0.533848575250394,6.8793261355239
"Student",35,1,2,16,2,4,0.176212920106616,3.06915738188949
"Welch",35,1,2,16,2,4,0.487458429053854,8.11151171713116
"Student",36,1,2,16,2,4,0.0418704846594848,4.0242710824671
"Welch",36,1,2,16,2,4,0.35082435416869,12.0146450967207
"Student",37,1,2,16,2,4,0.000439515924368561,3.56770119994446
"Welch",37,1,2,16,2,4,0.0978365396182236,9.68970768437668
"Student",38,1,2,16,2,4,0.353169001345932,2.88790150146222
"Welch",38,1,2,16,2,4,0.638776230041249,7.8543208063996
"Student",39,1,2,16,2,4,0.000558695422802119,2.11747589304263
"Welch",39,1,2,16,2,4,0.0534033864216336,4.32324781678267
"Student",40,1,2,16,2,4,0.0529212965357718,3.27711919507366
"Welch",40,1,2,16,2,4,0.317536719132535,8.41429769091029
"Student",41,1,2,16,2,4,0.00715566674164511,2.67141821023476
"Welch",41,1,2,16,2,4,0.158259121257182,6.44018738740207
"Student",42,1,2,16,2,4,2.99570082329977e-05,2.38838235753175
"Welch",42,1,2,16,2,4,0.043409436652262,5.94958269352998
"Student",43,1,2,16,2,4,0.18110961905097,3.14421736616075
"Welch",43,1,2,16,2,4,0.296521370420404,4.82162979752908
"Student",44,1,2,16,2,4,0.0557658334127495,3.05672951191104
"Welch",44,1,2,16,2,4,0.234905909294065,6.11712762276128
"Student",45,1,2,16,2,4,0.000460999913142457,2.48915544858348
"Welch",45,1,2,16,2,4,0.0639925423741654,5.57578920570198
"Student",46,1,2,16,2,4,0.00023096899844785,2.26576412609058
"Welch",46,1,2,16,2,4,0.0143899839140205,3.33320321797941
"Student",47,1,2,16,2,4,0.000166286198252345,2.90599836134639
"Welch",47,1,2,16,2,4,0.0281679839020861,5.34341728745768
"Student",48,1,2,16,2,4,0.00748678814247718,2.86818297223453
"Welch",48,1,2,16,2,4,0.0756772613174196,4.80705962787725
"Student",49,1,2,16,2,4,2.03364249165158e-05,2.7193466841211
"Welch",49,1,2,16,2,4,0.0155250588028769,4.9667349406307
"Student",50,1,2,16,2,4,0.000201344595908665,2.27920002716595
"Welch",50,1,2,16,2,4,0.00509057284326667,2.70171476272817
"Student",51,1,2,16,2,4,0.013468566273555,2.79791695378868
"Welch",51,1,2,16,2,4,0.112169370076076,5.05061322774278
"Student",52,1,2,16,2,4,0.00112105876790472,2.5990619787511
"Welch",52,1,2,16,2,4,0.0364868316017661,4.2881951466499
"Student",53,1,2,16,2,4,0.0136154851766931,3.11753115463515
"Welch",53,1,2,16,2,4,0.236360421684608,8.63825111530851
"Student",54,1,2,16,2,4,0.0201614532396478,3.02240458928617
"Welch",54,1,2,16,2,4,0.184053061123986,6.5889386139891
"Student",55,1,2,16,2,4,0.0720446171612101,2.02815323391793
"Welch",55,1,2,16,2,4,0.118194481468723,2.5360655681472
"Student",56,1,2,16,2,4,0.0140944355609901,3.24551047015729
"Welch",56,1,2,16,2,4,0.145700962497103,6.63866284840035
"Student",57,1,2,16,2,4,0.00638127121313215,2.50321696171423
"Welch",57,1,2,16,2,4,0.0706958537815376,4.18406695226979
"Student",58,1,2,16,2,4,0.000222119587564755,2.45666372756687
"Welch",58,1,2,16,2,4,0.00592127042331882,2.97419962507037
"Student",59,1,2,16,2,4,0.0330951462858118,2.61395858822584
"Welch",59,1,2,16,2,4,0.112254087848194,3.92215158766895
"Student",60,1,2,16,2,4,0.00712642733911192,2.82073877858175
"Welch",60,1,2,16,2,4,0.0756775390490888,4.76454026753267
"Student",61,1,2,16,2,4,6.0684038498344e-05,2.1869842771593
"Welch",61,1,2,16,2,4,0.00418763140559907,2.7236471564694
"Student",62,1,2,16,2,4,0.000466706075525545,3.17441585998339
"Welch",62,1,2,16,2,4,0.0366408795839632,5.76225579637531
"Student",63,1,2,16,2,4,8.47282793122103e-05,2.6080012449847
"Welch",63,1,2,16,2,4,0.0314171452259166,5.28299417939661
"Student",64,1,2,16,2,4,0.107048066526845,2.37807797430501
"Welch",64,1,2,16,2,4,0.362823498718127,5.51701258900156
"Student",65,1,2,16,2,4,0.0157562365084773,2.81289327749491
"Welch",65,1,2,16,2,4,0.165657220645477,6.0519725827916
"Student",66,1,2,16,2,4,0.0622200586989035,3.71000294179721
"Welch",66,1,2,16,2,4,0.329460169721301,9.39833027282454
"Student",67,1,2,16,2,4,0.024356276617638,3.41877496182601
"Welch",67,1,2,16,2,4,0.11801512855342,5.6246921367685
"Student",68,1,2,16,2,4,0.0108807730803034,2.45289120997217
"Welch",68,1,2,16,2,4,0.140515986426867,5.15831345166946
"Student",69,1,2,16,2,4,0.00970230620061736,4.1247759161548
"Welch",69,1,2,16,2,4,0.181550985351876,10.2374134343157
"Student",70,1,2,16,2,4,0.000340944224735961,2.36434532846252
"Welch",70,1,2,16,2,4,0.0139387761240873,3.33398547147045
"Student",71,1,2,16,2,4,0.000290840688963959,3.09216504608924
"Welch",71,1,2,16,2,4,0.0414248695477097,6.14653915198312
"Student",72,1,2,16,2,4,0.101293491430281,4.29360795190184
"Welch",72,1,2,16,2,4,0.450685336871694,12.8730875506245
"Student",73,1,2,16,2,4,0.615421442692816,3.08624636737674
"Welch",73,1,2,16,2,4,0.565336961993174,3.02280558038351
"Student",74,1,2,16,2,4,0.224346237324522,3.00369056375728
"Welch",74,1,2,16,2,4,0.570809420367611,8.93240076914545
"Student",75,1,2,16,2,4,0.0338203076525698,2.24403972704882
"Welch",75,1,2,16,2,4,0.0480078260104022,2.42279854187331
"Student",76,1,2,16,2,4,0.0516317154363093,2.50866770832895
"Welch",76,1,2,16,2,4,0.254836454060964,5.43990957248802
"Student",77,1,2,16,2,4,0.00462944756508203,2.05522190600891
"Welch",77,1,2,16,2,4,0.024793132931048,2.54697622190548
"Student",78,1,2,16,2,4,0.0276725716650444,2.61805085687682
"Welch",78,1,2,16,2,4,0.15506290329253,4.82601518971762
"Student",79,1,2,16,2,4,0.00878558121989423,2.03986246262342
"Welch",79,1,2,16,2,4,0.0871512813316325,3.53574343759919
"Student",80,1,2,16,2,4,0.0147472119421846,3.59107511343487
"Welch",80,1,2,16,2,4,0.173941879194032,8.05128461582668
"Student",81,1,2,16,2,4,0.000658623375002435,2.1900525826814
"Welch",81,1,2,16,2,4,0.0298035410764753,3.58561349681873
"Student",82,1,2,16,2,4,0.0157469672830355,2.96741023383281
"Welch",82,1,2,16,2,4,0.167857082316443,6.43408774596214
"Student",83,1,2,16,2,4,4.84593130440093e-06,2.27221799399617
"Welch",83,1,2,16,2,4,0.000226799207715629,2.18974979954457
"Student",84,1,2,16,2,4,2.35780609792778e-05,2.48569554832575
"Welch",84,1,2,16,2,4,0.0284043455275471,5.42093838956492
"Student",85,1,2,16,2,4,0.0685182694942758,2.75568434456299
"Welch",85,1,2,16,2,4,0.202626645943453,4.69858093687181
