"method","rep","sd1","sd2","n1","delta","n2","p","width"
"Welch",11,1,3,2,0,18,0.286843297458651,4.01852060984851
"Student",12,1,3,2,0,18,0.762837518228893,9.12459588568482
"Welch",12,1,3,2,0,18,0.67818926045511,12.8787363760643
"Student",13,1,3,2,0,18,0.247612011433288,6.38331261763581
"Welch",13,1,3,2,0,18,0.111854999430351,5.28699490396716
"Student",14,1,3,2,0,18,0.817354845735599,9.85261850802483
"Welch",14,1,3,2,0,18,0.503419804835409,3.38827887654876
"Student",15,1,3,2,0,18,0.797279423345334,8.6382673465576
"Welch",15,1,3,2,0,18,0.491070696471703,3.28599145583831
"Student",16,1,3,2,0,18,0.305218290591224,9.45219990727673
"Welch",16,1,3,2,0,18,0.00938294227208911,3.39839300969265
"Student",17,1,3,2,0,18,0.944649995987385,11.2805908662921
"Welch",17,1,3,2,0,18,0.853000806475231,4.37727357864842
"Student",18,1,3,2,0,18,0.993637561730529,10.0520659164563
"Welch",18,1,3,2,0,18,0.982788401407607,3.82435110429711
"Student",19,1,3,2,0,18,0.617959425358169,8.86521381922766
"Welch",19,1,3,2,0,18,0.220174308251925,3.67961883353949
"Student",20,1,3,2,0,18,0.570857329485616,5.38657362781752
"Welch",20,1,3,2,0,18,0.0959959177179727,1.77131681420391
"Student",21,1,3,2,0,18,0.87549689528642,10.2962727650057
"Welch",21,1,3,2,0,18,0.724585207377258,5.35146841511911
"Student",22,1,3,2,0,18,0.928706770237115,9.85523781873754
"Welch",22,1,3,2,0,18,0.828128549872494,4.48228224025861
"Student",23,1,3,2,0,18,0.584560687371813,11.7485316028271
"Welch",23,1,3,2,0,18,0.108524005008223,3.87474302629926
"Student",24,1,3,2,0,18,0.945935699724495,10.5050811041882
"Welch",24,1,3,2,0,18,0.839773097708134,3.5215648473042
"Student",25,1,3,2,0,18,0.877659765742291,9.12013747380914
"Welch",25,1,3,2,0,18,0.660398236403949,3.2068218009367
"Student",26,1,3,2,0,18,0.843818268075326,8.50653293942298
"Welch",26,1,3,2,0,18,0.619726253573078,3.58989479562483
"Student",27,1,3,2,0,18,0.85692997356048,9.49012881244441
"Welch",27,1,3,2,0,18,0.778079267194785,10.5187809744693
"Student",28,1,3,2,0,18,0.783713367744332,8.2198290602491
"Welch",28,1,3,2,0,18,0.631770343286035,6.95011075038596
"Student",29,1,3,2,0,18,0.890559413680994,7.03161681880143
"Welch",29,1,3,2,0,18,0.686949085690041,2.39858647807367
"Student",30,1,3,2,0,18,0.756720276272318,9.8264219035587
"Welch",30,1,3,2,0,18,0.501672742678953,5.28733415620901
"Student",31,1,3,2,0,18,0.60395126511203,8.68858959909317
"Welch",31,1,3,2,0,18,0.123268130420088,2.84064111766621
"Student",32,1,3,2,0,18,0.218654659778426,8.38717989588427
"Welch",32,1,3,2,0,18,0.0544263810576201,5.2492210908246
"Student",33,1,3,2,0,18,0.831506002291814,9.81378444097309
"Welch",33,1,3,2,0,18,0.518688412204648,3.22383180222662
"Student",34,1,3,2,0,18,0.901800649171505,10.1815352518509
"Welch",34,1,3,2,0,18,0.766456656158452,4.68442141898529
"Student",35,1,3,2,0,18,0.648737171284902,7.96264529524495
"Welch",35,1,3,2,0,18,0.379434022316359,5.07634077514517
"Student",36,1,3,2,0,18,0.80515783666836,11.3345314621289
"Welch",36,1,3,2,0,18,0.604448051703431,6.60180942700556
"Student",37,1,3,2,0,18,0.617387965140296,7.3591685054498
"Welch",37,1,3,2,0,18,0.207432786259502,2.94161756379993
"Student",38,1,3,2,0,18,0.328774765630187,7.43512770721032
"Welch",38,1,3,2,0,18,0.170536942359458,6.6393626843344
"Student",39,1,3,2,0,18,0.420946322389444,7.94332872944435
"Welch",39,1,3,2,0,18,0.11978945204605,4.29816816497222
"Student",40,1,3,2,0,18,0.712891789653865,7.50675469915639
"Welch",40,1,3,2,0,18,0.586869624018547,8.79882598888874
"Student",41,1,3,2,0,18,0.565366504506955,8.62004093143577
"Welch",41,1,3,2,0,18,0.380148849711253,8.37245305428588
"Student",42,1,3,2,0,18,0.429534292437845,6.89528995804594
"Welch",42,1,3,2,0,18,0.403204614408916,13.4000324095526
"Student",43,1,3,2,0,18,0.514920569886783,6.58595823575572
"Welch",43,1,3,2,0,18,0.198233012994058,3.67862365516288
"Student",44,1,3,2,0,18,0.822480865507802,12.2501137315334
"Welch",44,1,3,2,0,18,0.493665014339439,4.00328848251412
"Student",45,1,3,2,0,18,0.831912229059787,8.61176055585684
"Welch",45,1,3,2,0,18,0.523651338471648,2.85275651207658
"Student",46,1,3,2,0,18,0.438567274825965,8.04848013600033
"Welch",46,1,3,2,0,18,0.084711935182074,3.56885651765099
"Student",47,1,3,2,0,18,0.990466069224991,12.2721123142254
"Welch",47,1,3,2,0,18,0.970776572959567,4.01488317111257
"Student",48,1,3,2,0,18,0.878318838279121,10.0922016978506
"Welch",48,1,3,2,0,18,0.671128283633063,3.68702992747525
"Student",49,1,3,2,0,18,0.985816057880919,11.1509917612426
"Welch",49,1,3,2,0,18,0.978523164161127,13.5622568643818
"Student",50,1,3,2,0,18,0.98371223206684,7.78014401279012
"Welch",50,1,3,2,0,18,0.955311914621243,2.89666678914726
"Student",51,1,3,2,0,18,0.194095113194184,8.26881956461702
"Welch",51,1,3,2,0,18,0.0237672641095463,4.26512965156346
"Student",52,1,3,2,0,18,0.837912359143622,11.7807655152674
"Welch",52,1,3,2,0,18,0.587157458243076,4.57134550849593
"Student",53,1,3,2,0,18,0.689095016161348,8.23461992040081
"Welch",53,1,3,2,0,18,0.511809814824791,7.55089201172927
"Student",54,1,3,2,0,18,0.922832064563565,8.85941901609153
"Welch",54,1,3,2,0,18,0.81261627892188,3.96686808373927
"Student",55,1,3,2,0,18,0.620771411880136,10.4545591065236
"Welch",55,1,3,2,0,18,0.199706591608985,4.03119638321815
"Student",56,1,3,2,0,18,0.837066703881805,9.22909664051253
"Welch",56,1,3,2,0,18,0.550659448250512,3.17236243440437
"Student",57,1,3,2,0,18,0.470902241253397,9.46374380346254
"Welch",57,1,3,2,0,18,0.0444848460158154,3.22640629964563
"Student",58,1,3,2,0,18,0.726595591897701,7.585509189295
"Welch",58,1,3,2,0,18,0.588406498336739,8.08443198433322
"Student",59,1,3,2,0,18,0.468120961576082,9.98296503813912
"Welch",59,1,3,2,0,18,0.301794343844982,10.2592301764576
"Student",60,1,3,2,0,18,0.449730820214139,10.6632066199996
"Welch",60,1,3,2,0,18,0.21037080134528,7.80577685271281
"Student",61,1,3,2,0,18,0.859835640922826,8.03711641733593
"Welch",61,1,3,2,0,18,0.591851644460295,2.64167602986024
"Student",62,1,3,2,0,18,0.778072858644347,11.5522148018032
"Welch",62,1,3,2,0,18,0.393636502008265,3.7886069190476
"Student",63,1,3,2,0,18,0.553714640610555,8.27480752566871
"Welch",63,1,3,2,0,18,0.255453435645617,4.99687520022359
"Student",64,1,3,2,0,18,0.897191964082384,8.83066205687068
"Welch",64,1,3,2,0,18,0.692258677614047,2.88630992019542
"Student",65,1,3,2,0,18,0.812078601760755,9.07953614106082
"Welch",65,1,3,2,0,18,0.655599097298212,6.67170751522354
"Student",66,1,3,2,0,18,0.60405521630717,11.6923509791571
"Welch",66,1,3,2,0,18,0.290658746756666,6.54937659123742
"Student",67,1,3,2,0,18,0.667879213919593,8.15464775677438
"Welch",67,1,3,2,0,18,0.471160533479488,6.99923087182125
"Student",68,1,3,2,0,18,0.770805777701826,8.31837140114729
"Welch",68,1,3,2,0,18,0.376409156910803,2.71957244756262
"Student",69,1,3,2,0,18,0.234744193147215,7.25189421838922
"Welch",69,1,3,2,0,18,0.266337272799957,14.4202946156413
"Student",70,1,3,2,0,18,0.908205834740969,8.23802740752422
"Welch",70,1,3,2,0,18,0.732566087246163,2.77603894643137
"Student",71,1,3,2,0,18,0.788702216204716,9.66385046236559
"Welch",71,1,3,2,0,18,0.421993341309046,3.20055562576487
"Student",72,1,3,2,0,18,0.79932331991263,7.70047649265638
"Welch",72,1,3,2,0,18,0.715309327331743,10.0756776444818
"Student",73,1,3,2,0,18,0.382778149011411,6.51467146731227
"Welch",73,1,3,2,0,18,0.118733117433933,3.88931583864413
"Student",74,1,3,2,0,18,0.889338682825947,8.12911457165356
"Welch",74,1,3,2,0,18,0.688664986987531,2.82873141209476
"Student",75,1,3,2,0,18,0.825109767995368,9.83346497336018
"Welch",75,1,3,2,0,18,0.624148742265474,5.1886164718844
"Student",76,1,3,2,0,18,0.69017983748511,6.88050224723634
"Welch",76,1,3,2,0,18,0.373546800927505,3.42250405690665
"Student",77,1,3,2,0,18,0.718729594034828,10.4993769193983
"Welch",77,1,3,2,0,18,0.287692733219236,3.50620335713032
"Student",78,1,3,2,0,18,0.694383338055219,7.37483548941965
"Welch",78,1,3,2,0,18,0.329063866802382,3.0824364651247
"Student",79,1,3,2,0,18,0.609891470319035,12.2132184313693
"Welch",79,1,3,2,0,18,0.483179452962147,15.5791690910732
"Student",80,1,3,2,0,18,0.462769805947148,9.46587334067458
"Welch",80,1,3,2,0,18,0.383070055620665,14.5985491865203
"Student",81,1,3,2,0,18,0.465776225484074,8.39450603160881
"Welch",81,1,3,2,0,18,0.316252674293571,9.30600657591379
"Student",82,1,3,2,0,18,0.815039267424654,8.45116196027366
"Welch",82,1,3,2,0,18,0.475648715530036,2.76178885632612
"Student",83,1,3,2,0,18,0.808980669197112,8.99440197304932
"Welch",83,1,3,2,0,18,0.463173125954556,2.94947161377456
"Student",84,1,3,2,0,18,0.760507368392795,10.146769033864
"Welch",84,1,3,2,0,18,0.362120001705466,3.35973018636195
"Student",85,1,3,2,0,18,0.642755848858948,9.27668132481907
"Welch",85,1,3,2,0,18,0.313573832714614,4.73687975178859
"Student",86,1,3,2,0,18,0.929003808959606,7.23414503297629
"Welch",86,1,3,2,0,18,0.795355630655736,2.48857638371343
"Student",87,1,3,2,0,18,0.361578114123304,10.2000925882614
"Welch",87,1,3,2,0,18,0.0585118310616572,4.76550921988851
"Student",88,1,3,2,0,18,0.42069253477233,6.15661718744935
"Welch",88,1,3,2,0,18,0.278070678090378,6.77119821366112
"Student",89,1,3,2,0,18,0.614113876680298,9.1978629121165
"Welch",89,1,3,2,0,18,0.271035738137079,4.59427330959847
"Student",90,1,3,2,0,18,0.485804903588991,9.59452588170706
"Welch",90,1,3,2,0,18,0.0572189819241841,3.36189469953564
"Student",91,1,3,2,0,18,0.597869961016134,6.92150369986352
"Welch",91,1,3,2,0,18,0.552168039177214,13.609411810481
"Student",92,1,3,2,0,18,0.965484824941789,5.93203473602074
"Welch",92,1,3,2,0,18,0.919060038304868,2.8713894122313
"Student",93,1,3,2,0,18,0.924403825085493,11.6265788853636
"Welch",93,1,3,2,0,18,0.773552382771912,3.8343188406872
"Student",94,1,3,2,0,18,0.775452324667161,7.16587688796463
"Welch",94,1,3,2,0,18,0.723935781592888,12.7700854203259
"Student",95,1,3,2,0,18,0.457998503869522,11.3586877612636
"Welch",95,1,3,2,0,18,0.0382571808731772,3.85263181285006
"Student",96,1,3,2,0,18,0.563870871994055,12.0478617850876
"Welch",96,1,3,2,0,18,0.126309608182637,4.4533484653217
"Student",97,1,3,2,0,18,0.590725617403068,6.73378394081113
"Welch",97,1,3,2,0,18,0.111263721037803,2.20376114679167
"Student",98,1,3,2,0,18,0.992471100640782,8.30233443898899
"Welch",98,1,3,2,0,18,0.97799804422232,2.8456291876446
"Student",99,1,3,2,0,18,0.889832554250035,5.96384260650006
"Welch",99,1,3,2,0,18,0.707567852472076,2.25636213409875
"Student",100,1,3,2,0,18,0.914465674965475,8.84588576478354
"Welch",100,1,3,2,0,18,0.742407721518286,2.89500029105108
"Student",1,1,1,4,0,16,0.878232770132232,2.78229179871202
"Welch",1,1,1,4,0,16,0.852641074486342,2.55709662972149
"Student",2,1,1,4,0,16,0.0801655765218723,2.12364670725361
"Welch",2,1,1,4,0,16,0.0342903786865294,1.6969826537046
"Student",3,1,1,4,0,16,0.647953929910759,1.86984371145793
"Welch",3,1,1,4,0,16,0.619375220960467,1.96551029154266
"Student",4,1,1,4,0,16,0.910800284801865,2.52623356060857
"Welch",4,1,1,4,0,16,0.86570093576465,1.73776245786009
"Student",5,1,1,4,0,16,0.920875257541411,2.50211454752494
"Welch",5,1,1,4,0,16,0.927985343679594,3.36665730418798
"Student",6,1,1,4,0,16,0.995495142030803,2.3194693953199
"Welch",6,1,1,4,0,16,0.993152158799887,1.58240895653382
"Student",7,1,1,4,0,16,0.44260609127602,1.97883664456745
"Welch",7,1,1,4,0,16,0.144222352939593,1.01864272988461
"Student",8,1,1,4,0,16,0.154086046922399,1.96016565679422
"Welch",8,1,1,4,0,16,0.0522947923419915,1.40491657530422
"Student",9,1,1,4,0,16,0.458425373536301,1.70787274771898
"Welch",9,1,1,4,0,16,0.293876433675814,1.24181547116433
"Student",10,1,1,4,0,16,0.880656197226944,2.88477123743219
"Welch",10,1,1,4,0,16,0.891941469996591,3.90726633790951
"Student",11,1,1,4,0,16,0.0725306011234507,1.95713771742408
"Welch",11,1,1,4,0,16,0.0717739162218557,1.99556339726837
"Student",12,1,1,4,0,16,0.169993603080943,1.65563887684839
"Welch",12,1,1,4,0,16,0.290073574866209,2.5740047693651
"Student",13,1,1,4,0,16,0.126686603421923,2.14154878405031
"Welch",13,1,1,4,0,16,0.264313739983654,3.53228613496614
"Student",14,1,1,4,0,16,0.994438147192161,2.38019053787808
"Welch",14,1,1,4,0,16,0.992430775710954,1.87693416424092
"Student",15,1,1,4,0,16,0.0984571948936081,1.76478105798779
"Welch",15,1,1,4,0,16,0.0426573078593787,1.40230176987321
"Student",16,1,1,4,0,16,0.16322730203929,1.61683356148335
"Welch",16,1,1,4,0,16,0.31021503009593,2.71450867611475
"Student",17,1,1,4,0,16,0.429885748743492,2.51190822862192
"Welch",17,1,1,4,0,16,0.296008476022362,1.9846262737749
"Student",18,1,1,4,0,16,0.291358559285938,2.01680641485007
"Welch",18,1,1,4,0,16,0.0584829858036169,1.08514627556091
"Student",19,1,1,4,0,16,0.0879698513975778,2.40074281835409
"Welch",19,1,1,4,0,16,0.00939425570162154,1.47190008094181
"Student",20,1,1,4,0,16,0.0797587687386645,1.73640640539548
"Welch",20,1,1,4,0,16,0.0994998575174665,1.95027533136324
"Student",21,1,1,4,0,16,0.103683841468665,2.07587492618961
"Welch",21,1,1,4,0,16,0.0262759993545314,1.45133854216726
"Student",22,1,1,4,0,16,0.91350304104936,2.40188716875354
"Welch",22,1,1,4,0,16,0.912539751246392,2.81442026372451
"Student",23,1,1,4,0,16,0.543183698258931,2.51657779441304
"Welch",23,1,1,4,0,16,0.239547853908565,1.28510006134349
"Student",24,1,1,4,0,16,0.637762300010912,2.37241564241984
"Welch",24,1,1,4,0,16,0.72426167017128,4.05457690337183
"Student",25,1,1,4,0,16,0.690976548546914,2.27442610494005
"Welch",25,1,1,4,0,16,0.750836283733353,3.59359179928371
"Student",26,1,1,4,0,16,0.200401611479521,1.7731636014074
"Welch",26,1,1,4,0,16,0.175757984094291,1.79772067907109
"Student",27,1,1,4,0,16,0.115378753016188,3.02166553456183
"Welch",27,1,1,4,0,16,0.268722058074933,5.24225193148776
"Student",28,1,1,4,0,16,0.0590537770712213,2.40091051369544
"Welch",28,1,1,4,0,16,0.00679970014918895,1.54620355509792
"Student",29,1,1,4,0,16,0.0852352002963544,2.46665408026809
"Welch",29,1,1,4,0,16,0.159957191632106,3.40605732692524
"Student",30,1,1,4,0,16,0.156682875000213,2.24874479860783
"Welch",30,1,1,4,0,16,0.075019613319139,1.78211450182346
"Student",31,1,1,4,0,16,0.359600217162811,2.47474834026322
"Welch",31,1,1,4,0,16,0.377949124921257,2.96716976185845
"Student",32,1,1,4,0,16,0.990561678822532,2.07725528953974
"Welch",32,1,1,4,0,16,0.991480831267437,2.82551948242193
"Student",33,1,1,4,0,16,0.338586937619626,2.70726653415196
"Welch",33,1,1,4,0,16,0.255701069871439,2.4315102347752
"Student",34,1,1,4,0,16,0.431763624378885,2.29855658863459
"Welch",34,1,1,4,0,16,0.431441871917413,2.64350974842738
"Student",35,1,1,4,0,16,0.257644882660841,1.94294976344547
"Welch",35,1,1,4,0,16,0.0505973923283899,1.08426043439997
"Student",36,1,1,4,0,16,0.782576407354223,2.14176090507912
"Welch",36,1,1,4,0,16,0.672588048302526,1.44199210090546
"Student",37,1,1,4,0,16,0.551253475849539,2.01727574633514
"Welch",37,1,1,4,0,16,0.577511833825965,2.57578174020868
"Student",38,1,1,4,0,16,0.349800364524907,1.82687324079657
"Welch",38,1,1,4,0,16,0.25460185921545,1.5892543301449
"Student",39,1,1,4,0,16,0.549014107350303,2.2372828353616
"Welch",39,1,1,4,0,16,0.627771938216963,3.44977271320701
"Student",40,1,1,4,0,16,0.392792931922661,2.14699622311137
"Welch",40,1,1,4,0,16,0.375715843484573,2.34052248675413
"Student",41,1,1,4,0,16,0.631448584387794,2.53428877313007
"Welch",41,1,1,4,0,16,0.621142159234517,2.86155451894492
"Student",42,1,1,4,0,16,0.0491630170991692,1.58618645718711
"Welch",42,1,1,4,0,16,0.187037190731812,2.83120460811382
"Student",43,1,1,4,0,16,0.556072000334179,2.4690363917731
"Welch",43,1,1,4,0,16,0.640921836495747,3.91337118198601
"Student",44,1,1,4,0,16,0.988462603750727,2.61454663994818
"Welch",44,1,1,4,0,16,0.980838386424343,1.5967634164248
"Student",45,1,1,4,0,16,0.629572521073296,2.55615942184967
"Welch",45,1,1,4,0,16,0.526855440195137,2.08770205673638
"Student",46,1,1,4,0,16,0.912702587210305,2.70390453488928
"Welch",46,1,1,4,0,16,0.944011437609106,5.63214296900047
"Student",47,1,1,4,0,16,0.98074644591282,2.24719465205641
"Welch",47,1,1,4,0,16,0.967518519168025,1.34666380445547
"Student",48,1,1,4,0,16,0.859135779867368,3.03352238288265
"Welch",48,1,1,4,0,16,0.870525232092439,4.02837451092444
"Student",49,1,1,4,0,16,0.724820117908928,3.10773778333555
"Welch",49,1,1,4,0,16,0.795483726392339,5.4460183686546
"Student",50,1,1,4,0,16,0.876647788420438,2.17965868117286
"Welch",50,1,1,4,0,16,0.857412038516149,2.13155948597175
"Student",51,1,1,4,0,16,0.351320538932668,2.24401752542017
"Welch",51,1,1,4,0,16,0.310728306022833,2.27518084337008
"Student",52,1,1,4,0,16,0.736515833386836,1.69876569726112
"Welch",52,1,1,4,0,16,0.703849150497329,1.70702726156335
"Student",53,1,1,4,0,16,0.851150033127985,2.15316412316099
"Welch",53,1,1,4,0,16,0.810547022652054,1.84358641479474
"Student",54,1,1,4,0,16,0.103926794018104,2.17376873009876
"Welch",54,1,1,4,0,16,0.0170072294113983,1.39859524658648
"Student",55,1,1,4,0,16,0.831408794212474,2.23686945953464
"Welch",55,1,1,4,0,16,0.876172836775881,3.95916424651416
"Student",56,1,1,4,0,16,0.579934632189435,2.41543772106842
"Welch",56,1,1,4,0,16,0.609527323429699,3.14481837946431
"Student",57,1,1,4,0,16,0.0118709483124264,1.4267385935046
"Welch",57,1,1,4,0,16,0.00333566999559198,1.08493768602976
"Student",58,1,1,4,0,16,0.245028389818078,2.32060418903849
"Welch",58,1,1,4,0,16,0.197224758996973,2.23514336761441
"Student",59,1,1,4,0,16,0.386205293527371,2.69048003535697
"Welch",59,1,1,4,0,16,0.375749814487114,2.9858559879844
"Student",60,1,1,4,0,16,0.938876509107311,2.73571177364575
"Welch",60,1,1,4,0,16,0.933286847486215,2.89660884413482
"Student",61,1,1,4,0,16,0.540186248527907,2.23347265546378
"Welch",61,1,1,4,0,16,0.52555527585932,2.48228633522426
"Student",62,1,1,4,0,16,0.854159238542522,2.04270141325608
"Welch",62,1,1,4,0,16,0.911436389436205,4.55070326496872
"Student",63,1,1,4,0,16,0.832853321973025,2.54181833993211
"Welch",63,1,1,4,0,16,0.711202704703065,1.4533491803997
"Student",64,1,1,4,0,16,0.362058334425073,2.35805795654827
"Welch",64,1,1,4,0,16,0.194681425902356,1.68127181601665
"Student",65,1,1,4,0,16,0.356228437500275,2.07592091618911
"Welch",65,1,1,4,0,16,0.255112168156501,1.77883229355325
"Student",66,1,1,4,0,16,0.164075754829325,2.76269459340865
"Welch",66,1,1,4,0,16,0.261926703905833,4.0303562343575
"Student",67,1,1,4,0,16,0.144861399949899,2.25088182810222
"Welch",67,1,1,4,0,16,0.0662619899451325,1.77025888287536
"Student",68,1,1,4,0,16,0.639952504187812,2.35661606196529
"Welch",68,1,1,4,0,16,0.646761811462176,2.8473217864406
"Student",69,1,1,4,0,16,0.159755347629669,1.77980638847014
"Welch",69,1,1,4,0,16,0.161180204184748,1.92799078222292
"Student",70,1,1,4,0,16,0.340781537805317,2.04144371067145
"Welch",70,1,1,4,0,16,0.280425429643667,1.95427871909397
"Student",71,1,1,4,0,16,0.929774400584228,2.51425886237923
"Welch",71,1,1,4,0,16,0.916214608264024,2.36158361064167
"Student",72,1,1,4,0,16,0.204626907551176,1.67510234882556
"Welch",72,1,1,4,0,16,0.323607979865411,2.59610772116211
"Student",73,1,1,4,0,16,0.960724078890769,3.10456197886823
"Welch",73,1,1,4,0,16,0.956963276456417,3.27107129892481
"Student",74,1,1,4,0,16,0.669076390223717,2.47519092155014
"Welch",74,1,1,4,0,16,0.582350211754931,2.0806493259691
"Student",75,1,1,4,0,16,0.628797900470331,2.90737615306559
"Welch",75,1,1,4,0,16,0.752741212213385,5.90108378875445
"Student",76,1,1,4,0,16,0.114510260444079,2.25636290951358
"Welch",76,1,1,4,0,16,0.235898029427073,3.56538062147761
"Student",77,1,1,4,0,16,0.994941554739306,2.17243252942459
"Welch",77,1,1,4,0,16,0.995577098808907,3.07861617128068
"Student",78,1,1,4,0,16,0.792576178558128,2.36222058263047
"Welch",78,1,1,4,0,16,0.761474089974653,2.31234999818852
"Student",79,1,1,4,0,16,0.439783592757587,2.05959421027344
"Welch",79,1,1,4,0,16,0.477933832585084,2.66052872035535
"Student",80,1,1,4,0,16,0.0757871267632091,1.62598387889705
"Welch",80,1,1,4,0,16,0.19502281353036,2.62156480232792
"Student",81,1,1,4,0,16,0.741049803776831,2.07031951789656
"Welch",81,1,1,4,0,16,0.607225292318615,1.36441837457801
"Student",82,1,1,4,0,16,0.0241673532984971,2.34037842362712
"Welch",82,1,1,4,0,16,0.0458173978178761,2.66722930584052
"Student",83,1,1,4,0,16,0.175607278140511,2.62354043119873
"Welch",83,1,1,4,0,16,0.300940163851795,4.13874620637116
"Student",84,1,1,4,0,16,0.937222491822257,2.31059032957655
"Welch",84,1,1,4,0,16,0.930447859877723,2.39786136324246
"Student",85,1,1,4,0,16,0.115705329979069,2.20400020628256
"Welch",85,1,1,4,0,16,0.114606458733855,2.31553101609193
"Student",86,1,1,4,0,16,0.716108499310939,2.73835523610809
"Welch",86,1,1,4,0,16,0.840096397162414,6.74171657992413
"Student",87,1,1,4,0,16,0.29463647294796,2.13694861611307
"Welch",87,1,1,4,0,16,0.0602078425849243,1.15034878316801
"Student",88,1,1,4,0,16,0.0491467441058953,2.51729375606221
"Welch",88,1,1,4,0,16,0.0695150859897216,2.81851959915536
"Student",89,1,1,4,0,16,0.481941095016935,2.4833629373451
